,country,year,ppl_acc,ppl_no_acc,gdp_capita,e_non_ebt,e_ebt,e_co2_em
332,Colombia,1997,35944900,2700511,7504,250.88446875,84.10200000200001,15769633.875796499
333,Colombia,1998,36621476,2612586,7216,254.6552029,82.40443158000001,17879294.507089213
334,Colombia,1999,37290181,2529098,6748,221.12247082000002,89.888573689,13235789.974785415
335,Colombia,2000,38464568,1939390,6860,220.96617586,82.404086881,14269265.076755662
336,Colombia,2001,38611273,2377636,6813,214.32635593,84.556123024,14118809.987540908
337,Colombia,2002,39266523,2305968,6846,207.37894068000003,90.693919075,14029305.516408436
338,Colombia,2003,39918375,2233776,6982,212.59000057,96.520434212,14937125.063022131
339,Colombia,2004,40565741,2158422,7240,212.83986980999998,102.25526245200001,13026419.473994872
340,Colombia,2005,41900494,1385140,7688,211.66241779,104.691840174,14587498.507001624
341,Colombia,2006,41848316,1987406,8325,241.9622937,113.52789273299999,14340750.289522642
342,Colombia,2007,42488331,1886241,9060,239.53215247000003,117.89212891500001,14133561.582170334
343,Colombia,2008,43467731,1433813,9764,263.91649708,122.958290272,13392121.71820781
344,Colombia,2009,43625525,1790656,9843,259.47962257,110.25884511400001,21556701.53727459
345,Colombia,2010,44443665,1474432,10618,286.64642649,109.75267069300001,21660908.064300023
346,Colombia,2011,44872257,1534389,11788,284.29300331,131.176678417,15672183.756003834
347,Colombia,2012,45490115,1391360,12078,315.95250341,129.24374488,18410824.374868125
348,Colombia,2013,46291691,1051290,12293,331.40136702,120.43907525,23672230.57795709
349,Colombia,2014,46736158,1055753,12619,354.48641295999994,122.47662288300002,22447408.976802442
350,Croatia,1990,4780000,0,14853,,10.01315789,9102219.701545388
351,Croatia,1991,4510000,0,11744,,15.47631579,6604470.1370553095
352,Croatia,1992,4470000,0,10337,,11.460526313999999,7269387.742690227
353,Croatia,1993,4640000,0,9712,,12.02368421,7686285.140035081
354,Croatia,1994,4650000,0,10260,,14.318421054,6350350.848035872
355,Croatia,1995,4669000,0,11054,,14.968421055,7009728.523551029
356,Croatia,1996,4494000,0,11665,,20.718421049000003,7135918.793152318
357,Croatia,1997,4572000,0,13090,,15.407894738,7277141.460114682
358,Croatia,1998,4501000,0,13501,,15.860526315000001,8168839.888147816
359,Croatia,1999,4554000,0,13781,,19.286842108000002,7896373.835454613
360,Croatia,2000,4426000,0,14326,,16.984210529,7298047.912548459
361,Croatia,2001,4440000,0,14402,,18.89736842,7914190.230306713
362,Croatia,2002,4440000,0,14892,,15.39736842,8798188.844644925
363,Croatia,2003,4440000,0,15515,,14.36315789,9491262.150704337
364,Croatia,2004,4439000,0,16009,,20.086842104000002,8371360.255156138
365,Croatia,2005,4442000,0,16654,,18.578947364000005,8388276.559806248
366,Croatia,2006,4440000,0,17434,,17.492105258000002,8209522.557321711
367,Croatia,2007,4436000,0,19299,,12.478947366000002,9493499.030343976
368,Croatia,2008,4434508,0,20406,,15.373684206,8187994.111940835
369,Croatia,2009,4429078,0,19645,,19.7053064833,7512630.884800012
370,Croatia,2010,4417781,0,18987,,24.468464375299998,7023456.802197188
371,Croatia,2011,4280622,0,19813,,13.918464376300001,7324043.263890825
372,Croatia,2012,4267558,0,20523,,13.847368422999999,6613672.631861891
373,Croatia,2013,4255689,0,20130,,24.408668309000003,6102533.919423307
374,Croatia,2014,4238389,0,20466,,26.150000001,5671184.560292063
375,Cyprus,1990,766614,0,20697,19.27453583,0.0,2100714.219513224
376,Cyprus,1991,783129,0,20345,19.51215667,0.0,2115141.6439103936
377,Cyprus,1992,800609,0,20417,22.79668,0.0,2457930.289744925
378,Cyprus,1993,818751,0,19749,23.69017778,0.0,2619551.3180637048
379,Cyprus,1994,837110,0,20700,23.732360279999998,0.0,2763781.0840130113
380,Cyprus,1995,855384,0,21395,25.230673059999997,0.0,2508301.3474602764
381,Cyprus,1996,873423,0,20674,25.60481778,0.0,2636797.0249002627
382,Cyprus,1997,891192,0,21236,25.85162278,0.0,2776214.7395785796
383,Cyprus,1998,908704,0,21004,27.44660556,0.0,2996128.952364431
384,Cyprus,1999,926050,0,22681,28.88067889,0.0,3198690.50704011
385,Cyprus,2000,943286,0,25493,30.26110528,0.0,3328751.6709621544
386,Cyprus,2001,960282,0,26042,30.609652779999998,0.0,3203483.8001493914
387,Cyprus,2002,976966,0,25488,30.185936390000002,0.0,3393113.612175134
388,Cyprus,2003,993563,0,23684,32.08830056,0.0,3790887.0202136245
389,Cyprus,2004,1010410,0,23995,31.226188060000002,0.001986843,3730456.726158965
390,Cyprus,2005,1027658,0,25073,34.99014889,0.002423685,3946506.672907604
391,Cyprus,2006,1045509,0,25929,34.40757564,0.0039789479999999995,4086161.395883876
392,Cyprus,2007,1063712,0,26591,34.97799592,0.009181578999999999,4270562.39824338
393,Cyprus,2008,1081563,0,29136,35.8359087,0.040410526,4431004.418280363
394,Cyprus,2009,1098076,0,30050,34.93533703,0.08251579,4392481.629720001
395,Cyprus,2010,1112607,0,29488,33.867190640000004,0.19210526300000003,4185641.0025896546
396,Cyprus,2011,1124835,0,27272,33.21155564,0.468421052,4015101.746137137
397,Cyprus,2012,1135062,0,27174,30.87777564,0.676315789,3810744.42031047
398,Cyprus,2013,1143896,0,25699,27.36437009,0.8605263160000001,3201202.716124262
399,Cyprus,2014,1152309,0,25331,27.40850611,0.836842105,3439271.525
400,Czech Republic,1990,10333355,0,20305,540.7230884,3.0552631580000003,73985362.32014512
401,Czech Republic,1991,10308578,0,17149,491.93015747,2.8657894739999996,71936746.8450266
402,Czech Republic,1992,10319123,0,17182,476.3275697,3.6894736839999998,70462766.74227668
403,Czech Republic,1993,10329855,0,17316,471.78379824,4.184210525999999,69848282.55711706
404,Czech Republic,1994,10333587,0,18255,458.52204352,4.655263158,69789475.45711954
405,Czech Republic,1995,10327253,0,18964,476.52200761,6.334210527,73779318.93012871
406,Czech Republic,1996,10315241,0,19642,493.5694636,5.95,77067038.22998032
407,Czech Republic,1997,10304131,0,19284,473.20973492,5.771052632,75434897.47081852
408,Czech Republic,1998,10294373,0,18912,459.62651049,5.218421053,72331920.57274471
409,Czech Republic,1999,10283860,0,18963,439.20089075999994,6.221052632,66710331.08495591
410,Czech Republic,2000,10255063,0,19759,464.96210836999995,5.986842104999999,72918922.48587503
411,Czech Republic,2001,10216605,0,20890,474.89385387,6.758421052999999,73361768.17921726
412,Czech Republic,2002,10196916,0,21020,474.82331396999996,7.862105263,72385298.79695632
413,Czech Republic,2003,10193998,0,21666,505.16710477000004,4.939210526,72735141.84102471
414,Czech Republic,2004,10197101,0,22396,516.24376962,6.868239474999999,72955919.94695234
415,Czech Republic,2005,10211216,0,23293,507.55380818,8.025184211,71605940.64355122
416,Czech Republic,2006,10238905,0,24420,516.59544105,9.243815789,71881845.30112861
417,Czech Republic,2007,10298828,0,26622,511.51950237000005,8.930286841000001,77058581.92013304
418,Czech Republic,2008,10384603,0,25857,501.27626953,9.83805,72203632.0610685
419,Czech Republic,2009,10443936,0,25821,478.4994353800001,12.285563159,66465394.55234639
420,Czech Republic,2010,10474410,0,25608,496.27320349,15.491686842,71210064.50759067
421,Czech Republic,2011,10496088,0,26725,481.20535164,19.353234211000004,70428594.94979762
422,Czech Republic,2012,10510785,0,26924,476.56623612000004,21.535050001000002,67616968.42025837
423,Czech Republic,2013,10514272,0,27678,464.38758580999996,24.737813163,62997245.98620747
424,Czech Republic,2014,10525347,0,29148,454.71178372,24.130718421,60970394.04009488
425,Denmark,1990,5140939,0,25121,199.4031974,2.232368422,27920408.52916713
426,Denmark,1991,5154298,0,25524,229.45690623000002,2.9486842099999997,37216451.88582784
427,Denmark,1992,5171370,0,26450,213.68492014,3.8528947369999997,32179633.743091483
428,Denmark,1993,5188628,0,26217,225.84037762999998,4.709736842,33675314.08497458
429,Denmark,1994,5206180,0,27803,242.76702732,4.5868413409999995,38024498.7423081
430,Denmark,1995,5233373,0,28518,237.98396279000002,4.880106462,34382324.20342893
431,Denmark,1996,5263074,0,29093,283.5469299,5.469853425,47176064.99400691
432,Denmark,1997,5284991,0,30845,254.10630927,7.708912759,38172952.46794645
433,Denmark,1998,5304219,0,32466,241.82930539,10.330939411,34407212.63644718
434,Denmark,1999,5321799,0,33848,232.78914724999998,11.524446132,31578855.94848756
435,Denmark,2000,5339616,0,35923,219.73676113,14.66369884,28282730.269769993
436,Denmark,2001,5358783,0,35812,219.65650976,15.385206987,29541849.670654967
437,Denmark,2002,5375931,0,36443,216.42537428,17.866160464,29755640.08356424
438,Denmark,2003,5390574,0,35631,231.08042101,21.254879781,34597454.63668097
439,Denmark,2004,5404523,0,37121,213.30813128,25.058433533,28613853.80690163
440,Denmark,2005,5419432,0,38005,204.20294862999998,25.823448888,25106460.519248117
441,Denmark,2006,5437272,0,39921,229.61329272,24.21979359,33035658.83452698
442,Denmark,2007,5461438,0,40664,213.4889503,27.12357434,28191672.07655165
443,Denmark,2008,5493621,0,41520,205.06921694,26.570509187,25757993.568270516
444,Denmark,2009,5523095,0,40629,191.42995041,26.482651562,25379888.67436862
445,Denmark,2010,5547683,0,42474,196.46225564000002,32.710935675,25376857.147423767
446,Denmark,2011,5570572,0,43575,179.47697900999998,37.318969296,21245733.782209944
447,Denmark,2012,5591572,0,43697,161.93356903,39.045475145,18245790.350003023
448,Denmark,2013,5614932,0,44268,168.14783323,42.020365501,20641779.592825815
449,Denmark,2014,5643475,0,44542,156.18144019,47.344671045,17007450.175893288
450,Ecuador,1990,9088149,1129942,4836,53.0146475,13.12286237,2007277.253717835
451,Ecuador,1991,9354856,1106134,4920,60.16565333,13.35768684,2260606.8363242233
452,Ecuador,1992,9625459,1080208,5169,58.422294720000004,13.08837079,3633084.3056388656
453,Ecuador,1993,9898871,1052331,4877,61.39339444,15.28983447,3208220.5762666087
454,Ecuador,1994,10173724,1022755,4985,66.19582860999999,17.27704605,1671868.6257478578
455,Ecuador,1995,10277095,1163488,4976,64.17379583,13.58039816,5358284.61403415
456,Ecuador,1996,10723578,959901,4910,71.72729611000001,16.69319763,5218035.1276875
457,Ecuador,1997,10997476,927517,5025,81.31475972000001,17.19520289,4161410.3468053266
458,Ecuador,1998,11279162,884723,5028,82.85625556000001,17.12130368,5666194.634338419
459,Ecuador,1999,11539640,859051,4797,75.19315833,18.88612089,5069665.876755017
460,Ecuador,2000,11797015,831581,5028,80.09645444,20.02955638,4559389.005241035
461,Ecuador,2001,12052274,800481,5312,82.71120361,18.6069806,5675377.111289671
462,Ecuador,2002,12302951,769109,5794,80.101313495,19.80067376,6063268.652739491
463,Ecuador,2003,12621539,668062,6021,82.689862363,18.89583397,6267107.859168854
464,Ecuador,2004,12806140,703507,6593,92.666668735,19.512999236000002,6739594.454780998
465,Ecuador,2005,13162838,572395,7369,100.664067668,18.3829159141,7304583.6356518725
466,Ecuador,2006,13452815,514665,7794,106.87172094399999,19.1449047257,7821261.46069064
467,Ecuador,2007,13752671,452782,8033,107.971275643,24.3615482327,8643039.825644465
468,Ecuador,2008,14043980,403582,8790,110.588003072,30.2746489849,8245227.8257314535
469,Ecuador,2009,14172800,518475,8524,113.271851895,24.855629787199998,9625481.199665587
470,Ecuador,2010,14555669,379021,9111,130.363207838,23.356309599,10849201.3092229
471,Ecuador,2011,14702713,474642,9985,132.938933489,30.038661617000002,9944328.992858313
472,Ecuador,2012,14987133,432533,10342,139.312397356,32.991580748000004,9696567.912213696
473,Ecuador,2013,15353747,307800,10875,148.18666987199998,29.986787062999998,10952371.799379805
474,Ecuador,2014,15740275,162837,11046,155.879896483,31.456820996,11432196.845596759
475,Egypt,1990,53942489,3469726,4456,367.03861081,26.19210526,24630824.717277385
476,Egypt,1991,55414461,3337929,4528,372.24870803,26.09473684,27279905.79592172
477,Egypt,1992,56073191,3962345,4594,372.04840308,25.78947368,27890926.352141142
478,Egypt,1993,58235682,3039919,4701,375.46312158,26.55921053,31089634.295807675
479,Egypt,1994,59615592,2880153,4802,381.49287817,28.23157895,29602825.156822514
480,Egypt,1995,60847239,2867147,4945,404.71393936999993,29.45263158,31889360.39140199
481,Egypt,1996,62378876,2554580,5116,427.31471680000004,30.22105263,33002476.14154224
482,Egypt,1997,63757530,2393587,5128,445.69366167,30.97631579,35340391.91565135
483,Egypt,1998,65140478,2237578,5131,464.5143992100001,31.85394737,42975819.18807655
484,Egypt,1999,66537046,2089618,5220,496.01341350999996,35.401315787,44630231.372161835
485,Egypt,2000,68298150,1607838,5269,525.8299419,37.522894741,48462220.01538597
486,Egypt,2001,69405543,1821397,5485,555.35365272,38.403684213000005,43971767.58912873
487,Egypt,2002,70895234,1694884,5527,565.7676420500001,37.389473685000006,46549478.35144416
488,Egypt,2003,73094159,887783,5591,605.1825477499999,34.805263158,58475051.78906206
489,Egypt,2004,73950660,1431239,5736,635.0968418,35.096185537000004,68751396.35210507
490,Egypt,2005,76317480,460669,6008,668.96722095,34.61871345,72569501.16104004
491,Egypt,2006,77408721,750327,6337,703.4541373,35.238317382000005,76711326.20757037
492,Egypt,2007,78598392,938861,7086,743.2276041199999,39.160885164,76789890.80957657
493,Egypt,2008,80791973,161908,8191,791.6674918899998,42.177139819,85429493.71646975
494,Egypt,2009,81953296,511726,8398,828.1288222399999,38.978668258999996,91552316.73166715
495,Egypt,2010,83812974,294632,9578,874.335896,37.865377455,87727826.25424975
496,Egypt,2011,85771440,126121,10737,887.8332158399999,38.761563002,95051794.6405598
497,Egypt,2012,87549817,263440,10736,934.93012598,39.126063268,98755979.51741637
498,Egypt,2013,89803027,4406,10803,928.1481230500001,39.048737377,103331755.08298294
499,Egypt,2014,91628941,183625,11092,926.14203783,38.828096759,99216210.60623518
500,Estonia,1990,1569174,0,10198,120.41714569999999,0.0,27639421.07253307
501,Estonia,1991,1561314,0,10385,108.65108604,0.0,25815172.490284324
502,Estonia,1992,1533091,0,8791,78.743927118,0.0,20058332.4058827
503,Estonia,1993,1494128,0,8258,62.46318974900001,0.0,14921238.968737941
504,Estonia,1994,1462514,0,8299,63.097360693,0.0,15679213.514513938
505,Estonia,1995,1436634,0,9238,58.884735314,0.015789473999999998,13755649.003741326
506,Estonia,1996,1415594,0,8468,62.087910741,0.013157895,14160517.020823564
507,Estonia,1997,1399535,0,9075,61.39297449399999,0.021052632,14169779.104282742
508,Estonia,1998,1386156,0,10144,57.43247665,0.031578947,13011461.277171168
509,Estonia,1999,1390244,0,10749,52.650700842000006,0.042105263000000004,12507769.497426363
510,Estonia,2000,1396985,0,11903,54.163395508,0.047368420999999994,12016612.92459525
511,Estonia,2001,1388115,0,12534,55.996291330999995,0.047368420999999994,11699581.280554485
512,Estonia,2002,1379350,0,13529,55.319751627,0.090526317,11500791.971295401
513,Estonia,2003,1370720,0,14221,60.403279338999994,0.118684211,13248808.634379068
514,Estonia,2004,1362550,0,15070,63.120721911000004,0.159473684,13344582.290065724
515,Estonia,2005,1354775,0,16870,62.005676808000004,0.286578947,13122224.756395498
516,Estonia,2006,1346810,0,18829,61.002700518,0.33763157899999996,12205012.943444494
517,Estonia,2007,1340680,0,21139,69.154747368,0.392105263,15515570.480932308
518,Estonia,2008,1337090,0,20883,65.93710352,0.523684211,13646010.140636856
519,Estonia,2009,1334515,0,19387,57.560584485999996,1.4239473679999999,11164652.94424688
520,Estonia,2010,1331475,0,19917,68.6744745,2.752894737,15354625.215583725
521,Estonia,2011,1327439,0,21997,70.475528783,3.108421053,14967199.269863838
522,Estonia,2012,1322696,0,23756,70.436353798,3.887631579,13780881.124109862
523,Estonia,2013,1317997,0,24710,73.705159068,3.2194736850000005,15549705.145496117
524,Estonia,2014,1314545,0,25424,71.514583034,3.6152631580000003,14760532.73532408
525,Finland,1990,4986431,0,24185,272.56025118,42.150279099,21021262.643890653
526,Finland,1991,5013740,0,22060,272.96652564,47.889683676000004,21725650.537585028
527,Finland,1992,5041992,0,21775,265.86318678,52.792317915999995,20049922.381173845
528,Finland,1993,5066447,0,21397,271.43545602,51.149572042,23567016.453507714
529,Finland,1994,5088333,0,22629,291.67003979000003,48.033678890999994,27855700.353805616
530,Finland,1995,5107790,0,25012,272.00818328,51.412291326,25918400.98504242
531,Finland,1996,5124573,0,24489,292.83621115,46.639261027,32714373.698163256
532,Finland,1997,5139835,0,27027,290.16363038000003,52.165369486,30478055.93113911
533,Finland,1998,5153498,0,29634,289.69181073999994,63.903048919,25171682.479109157
534,Finland,1999,5165474,0,31092,291.7656799,55.491669329000004,25763388.86824365
535,Finland,2000,5176209,0,32972,288.26095716,61.225037353000005,27051593.611329325
536,Finland,2001,5188008,0,33349,302.12948508,56.401803769,32142975.132597193
537,Finland,2002,5200598,0,33569,311.28061966999996,51.915066034,35040452.01904722
538,Finland,2003,5213014,0,33435,340.80599672,49.832908031,42916849.84027912
539,Finland,2004,5228172,0,35055,320.08838622999997,67.128152296,39222936.117639564
540,Finland,2005,5246096,0,35871,291.45263224999997,61.089500122000004,27689733.823134188
541,Finland,2006,5266268,0,36964,319.73329144,58.789485013000004,39346758.134886764
542,Finland,2007,5288720,0,39772,314.42147417,63.82136629399999,37503997.79861856
543,Finland,2008,5313399,0,40357,292.70139986,72.989384704,30877095.149925176
544,Finland,2009,5338871,0,37818,283.03199309999997,57.169681436,30653074.900737297
545,Finland,2010,5363352,0,38074,307.13006003,63.555072894999995,36336141.7995537
546,Finland,2011,5388272,0,38432,282.16941792,63.347014052999995,30390918.277420815
547,Finland,2012,5413971,0,38865,260.69076873999995,74.832936014,25555945.19
548,Finland,2013,5438972,0,37913,271.41983727999997,67.16640952499999,26981245.299402215
549,Finland,2014,5461512,0,37943,258.14857625,68.93790145300001,24211448.784454152
550,France,1990,58512808,0,24349,2427.7838604,146.787556668,74285055.36497323
551,France,1991,58559311,0,24533,2579.8878204000002,157.11707787900002,85847998.34433322
552,France,1992,58851217,0,24774,2568.4650978,187.084151595,73961813.96935284
553,France,1993,59106768,0,24563,2575.5420114999997,175.981803115,60073931.17275337
554,France,1994,59327192,0,25060,2500.4717821000004,213.046269757,59327502.79022125
555,France,1995,59541899,0,25434,2580.0622679,198.565142678,65190443.57896978
556,France,1996,59753100,0,25692,2703.793678,180.202843421,69478793.46882826
557,France,1997,59964851,0,27237,2669.7391639999996,174.87772421,65573587.02782387
558,France,1998,60186288,0,28888,2743.7509880000002,170.44627817899996,81772781.14113279
559,France,1999,60496718,0,29973,2764.236348,198.44339982600002,75299428.5368918
560,France,2000,60912500,0,31771,2816.8547442,182.637429621,80114984.55388533
561,France,2001,61357430,0,32740,2838.1840495999995,204.576738195,72708253.16038927
562,France,2002,61805267,0,33151,2851.7809131000004,168.963430147,75403128.63098927
563,France,2003,62244886,0,31556,2895.3368978,165.93622974200002,78973862.50296645
564,France,2004,62704895,0,32202,2926.6060268,168.26433679000004,78205636.41191734
565,France,2005,63179351,0,33428,2939.1256157999997,148.22237040599998,85822400.66804473
566,France,2006,63621381,0,34098,2906.1225628,164.04712121400001,81290716.35572127
567,France,2007,64016227,0,35855,2852.8492564999997,173.44210528099995,83969806.93680295
568,France,2008,64374989,0,35755,2851.2656370000004,194.27894735600003,80160418.81287323
569,France,2009,64707044,0,35255,2700.9815494,183.310526287,75610440.95751767
570,France,2010,65027507,0,35871,2772.0627441,205.77894735699996,80836695.43082653
571,France,2011,65342775,0,36691,2701.6945763,169.47631575299997,68302283.72559087
572,France,2012,65659789,0,36773,2657.3502238,218.38684207,65208658.13542066
573,France,2013,65998660,0,37926,2654.0096527,254.92631575000001,63597881.176680095
574,France,2014,66316092,0,38134,2553.7296573000003,241.60526320000002,47396378.633960426
575,Germany,1990,79433029,0,25054,4105.1831518,49.584210523,443922177.72569877
576,Germany,1991,80013896,0,26568,4008.2974296,45.847368426,452946753.6722909
577,Germany,1992,80624598,0,27098,3915.7350052,53.873684207000004,432763771.08964354
578,Germany,1993,81156363,0,27199,3896.7679686999995,55.784210524,422139400.1457177
579,Germany,1994,81438348,0,28297,3854.58353,60.489473681999996,421575788.90652114
580,Germany,1996,81914831,0,29415,4004.1492653999994,60.42105263,422361966.60205084
581,Germany,1997,82034771,0,30586,3946.093411,63.70789473600001,408237287.4072657
582,Germany,1998,82047195,0,31964,3908.3459236,70.478947366,408555785.3932869
583,Germany,1999,82100243,0,33145,3841.8249913,78.497368424,395340138.18347245
584,Germany,2000,82211508,0,33975,3841.1203304,103.08092105700001,403945967.0131237
585,Germany,2001,82349925,0,34560,3915.4013048,102.73684211000001,416443148.44014406
586,Germany,2002,82488495,0,34674,3848.4782132,120.15197367900001,417408055.43410486
587,Germany,2003,82534176,0,34976,3848.9205213,119.971052631,422503061.4308361
588,Germany,2004,82516260,0,35908,3819.3527509,149.034736844,419050317.1479504
589,Germany,2005,82469422,0,37305,3761.5646318000004,164.484736851,414200743.33218706
590,Germany,2006,82376451,0,38784,3840.2054794,188.523421053,418038453.9032727
591,Germany,2007,82266372,0,41047,3628.0118044,232.42210523300002,436115621.3707144
592,Germany,2008,82110097,0,41333,3656.8618513,245.38578946,410618445.4144528
593,Germany,2009,81902307,0,39480,3413.7730493999998,250.43894741,376551727.9375642
594,Germany,2010,81776930,0,41215,3536.4345917,276.7913158,397512816.0652957
595,Germany,2011,80274983,0,43189,3350.1585482,326.41598423,392989282.5204088
596,Germany,2012,80425823,0,43198,3349.8138254000005,377.31157898000004,399444322.20237476
597,Germany,2013,80645605,0,44560,3435.2405162000005,400.8894735900001,403404445.5109079
598,Germany,2014,80982500,0,46038,3252.1060354,427.69763629000005,384654478.8468059
599,Greece,1990,10196792,0,16012,286.48927461,4.660526316,44299871.39342334
600,Greece,1991,10319927,0,17074,285.07029808000004,8.160526316,43237926.89702161
601,Greece,1992,10399061,0,17076,291.92228875999996,5.821052632,45661604.541740015
602,Greece,1993,10460415,0,17392,296.25916870000003,6.131578947999999,45401843.69264234
603,Greece,1994,10512922,0,18286,300.69525219,6.939473683999999,47330227.89267015
604,Greece,1995,10562153,0,18923,309.22450128,9.378947368,47943369.51433966
605,Greece,1996,10608800,0,19292,315.61604814000003,11.536842102,45522680.039525665
606,Greece,1997,10661259,0,20877,325.90655996,10.313157891000001,47338400.755337715
607,Greece,1998,10720509,0,21690,347.2874967,9.97368421,49440564.867226444
608,Greece,1999,10761698,0,22237,344.01347065,12.513157898000001,50565336.510993086
609,Greece,2000,10805808,0,23138,365.2050372,10.905263158,55939122.666547745
610,Greece,2001,10862132,0,24271,372.2724268,7.715789474,56415085.720171176
611,Greece,2002,10902022,0,25790,372.1254708,9.413157895,55946408.804889694
612,Greece,2003,10928070,0,25577,385.40118240000004,15.505263154,57155405.313006416
613,Greece,2004,10955141,0,26579,386.0812877,15.57105263,58512028.54247023
614,Greece,2005,10987314,0,25792,387.1287192,16.857894738000002,60641998.53982679
615,Greece,2006,11020362,0,27650,397.41698927999994,20.207894741,58424415.759049706
616,Greece,2007,11048473,0,28325,413.8228057,12.089473684,61057711.69094785
617,Greece,2008,11077841,0,29288,395.71870674,15.131578948000001,60358585.23595106
618,Greece,2009,11107017,0,28959,376.01269527,21.539473680999997,55935131.626069225
619,Greece,2010,11121341,0,27169,350.84918851,27.689473687000003,52860666.54709901
620,Greece,2011,11104899,0,24349,347.51440597,21.428947371,52091949.90659284
621,Greece,2012,11045011,0,23898,322.55589848,26.713157902000003,54466213.28793416
622,Greece,2013,10965211,0,24807,293.39836163,37.760526313,49301646.25339647
623,Greece,2014,10892413,0,24437,279.78791461,32.044736842999995,45703470.67321994
624,Hong Kong,1990,5704500,0,26899,139.35774306,0.0,19932297.630647223
625,Hong Kong,1991,5752000,0,29575,144.38941472,0.0,21319534.177136246
626,Hong Kong,1992,5800500,0,29737,169.92891806,0.0,23609172.315546397
627,Hong Kong,1993,5901000,0,31822,185.502305,0.0,25453569.294379346
628,Hong Kong,1994,6035400,0,34468,168.09289529999998,0.0,20110968.65848928
629,Hong Kong,1995,6156100,0,33797,180.68064004999997,0.0,20855686.82985322
630,Hong Kong,1996,6435500,0,33254,180.59102165000002,0.0,19554792.093083918
631,Hong Kong,1997,6489300,0,35327,182.69311075000002,0.0,19801055.19555468
632,Hong Kong,1998,6543700,0,35319,186.23376615,0.0,22191311.205267552
633,Hong Kong,1999,6606500,0,35251,188.62175451000002,0.0,20528519.73059895
634,Hong Kong,2000,6665000,0,38153,197.47531934,0.0,22638458.321109395
635,Hong Kong,2001,6714300,0,40623,249.42022511000002,0.0,21655782.276517726
636,Hong Kong,2002,6744100,0,43738,243.43252783999998,0.0,24899567.86442807
637,Hong Kong,2003,6730800,0,44560,251.40544246,0.0,29014171.460136387
638,Hong Kong,2004,6783500,0,51289,281.52693504,0.0,28755386.25835274
639,Hong Kong,2005,6813200,0,49910,270.09047680000003,0.0,31277474.83762695
640,Hong Kong,2006,6857100,0,49244,285.75049912,0.0018263160000000001,29335639.809362754
641,Hong Kong,2007,6916300,0,52209,304.01201554,0.002276316,30400741.92334296
642,Hong Kong,2008,6957800,0,45074,282.85101927,0.002123684,29912988.895521495
643,Hong Kong,2009,6972800,0,42672,308.85526941,0.002892105,27310609.78038757
644,Hong Kong,2010,7024200,0,44857,321.05028224,0.24576579,27153018.909218803
645,Hong Kong,2011,7071600,0,44532,329.21708314,0.20936579,29129309.364565186
646,Hong Kong,2012,7150100,0,44716,316.35337821999997,0.239228947,28694841.012957446
647,Hong Kong,2013,7178900,0,53707,324.94657579,0.247231579,29784073.590754718
648,Hong Kong,2014,7229500,0,45785,317.43484231,0.27632105300000004,30421690.953926403
649,Hungary,1990,10373988,0,12097,322.85804742,0.513157895,26203736.43153236
650,Hungary,1991,10373400,0,10979,301.59243136000003,0.573684211,26565062.72750102
651,Hungary,1992,10369341,0,11092,284.20314499,0.5368421059999999,26848031.826885793
652,Hungary,1993,10357523,0,11813,280.15908955,0.539473684,27588879.197941642
653,Hungary,1994,10343355,0,12506,283.84452772000003,0.542105264,26596127.14863099
654,Hungary,1995,10328965,0,12736,285.66374427,0.576315789,27039138.295429897
655,Hungary,1996,10311238,0,12493,291.12922279000003,0.676315789,27562129.34079547
656,Hungary,1997,10290486,0,12838,282.81089517000004,0.707894737,28814995.38601204
657,Hungary,1998,10266570,0,13409,285.86877212,0.565789474,29395600.290453374
658,Hungary,1999,10237530,0,13919,286.31391708,0.6473684209999999,28973110.606200177
659,Hungary,2000,10210971,0,14757,277.09675691999996,0.639473685,26160912.714654475
660,Hungary,2001,10187576,0,15950,285.32851232,0.676315789,26290184.087252494
661,Hungary,2002,10158608,0,16957,281.43084962,0.6236842109999999,24667564.687839407
662,Hungary,2003,10129552,0,17058,283.63857361,0.884210527,25721545.308606736
663,Hungary,2004,10107146,0,17035,284.19261879,2.4631578949999997,23605271.638647407
664,Hungary,2005,10087065,0,17676,301.44388792,4.921052630999999,21681365.202952847
665,Hungary,2006,10071370,0,18268,298.23896753,3.9289473679999998,22019938.431672513
666,Hungary,2007,10055780,0,18711,293.27673964999997,4.955263157999999,23177151.863703854
667,Hungary,2008,10038188,0,19457,288.22788198,6.202631579,22209424.652581275
668,Hungary,2009,10022650,0,19799,262.73442896999995,7.6184210530000005,18681834.092512496
669,Hungary,2010,10000023,0,20365,268.47032118000004,7.928947368000001,19415091.721381
670,Hungary,2011,9971727,0,20886,267.41405391,7.126315789,18800320.405254737
671,Hungary,2012,9920362,0,20945,248.21267024000002,6.9662657900000005,17944366.131737996
672,Hungary,2013,9893082,0,21816,235.48920379999998,7.3365921059999994,14851681.234674262
673,Hungary,2014,9866468,0,22766,235.49957659,8.290894736,13671774.197650492
674,Iceland,1990,254826,0,29773,8.602876556,11.675289470000001,0.0
675,Iceland,1991,257797,0,30234,8.147544944,11.633486838,0.0
676,Iceland,1992,261057,0,28390,8.554433111,11.931755263,0.0
677,Iceland,1993,263725,0,28361,8.872781111,12.408605262,12479.502537254339
678,Iceland,1994,266021,0,29255,8.972947167000001,12.546473684999999,11521.52151104297
